# Three of these six are live in any one game -- the seed
# decides which. Written by hints.py from clauses.py; see
# hints.py on why the sentences are unique and what they
# assert is not.
# landmark	descriptor	sentence
Dasht-e Lut	dry_country	RUMOUR. They are saying, on the word of a hotel maid, that there was no water for a very long way in any direction.
Dasht-e Lut	in_the_islamic_conference	SIGHTING. A chemist saw a woman answering the description. The year on the newspaper was not the year on their watch.
Dasht-e Lut	protected_only_recently	SIGHTING. A fisherman mending nets saw a woman answering the description. The paperwork protecting it is more recent than her passport.
Dasht-e Lut	the_earth_showing_its_workings	WIRE. Relayed by a girl selling cigarettes and not yet checked: the rock there is laid open and you can read it like pages.
Dasht-e Lut	you_cannot_stop_looking_at_it	STATEMENT. A hotel maid, who has no reason to invent it, says they said they stopped walking when they saw it and could not say why.
Dazu Rock Carvings	a_dug_site	RUMOUR. They are saying, on the word of a boatman, that the ground was cut into squares and roped off.
Dazu Rock Carvings	in_asia	WIRE. Relayed by a museum guard and not yet checked: the money in her hand was Asian money.
Dazu Rock Carvings	in_the_african_union	WIRE. Relayed by a coach driver and not yet checked: a summit of the Union was being advertised on every hoarding.
Dazu Rock Carvings	protected_around_the_millennium	WIRE. Relayed by a photographer touting for trade and not yet checked: the brass plaque by the gate had a date on it from about a quarter-century back.
Dazu Rock Carvings	somebody_made_this_by_hand	RUMOUR. They are saying, on the word of a nun, that you could see the tool marks if you got close, and they did.
Dazu Rock Carvings	two_traditions_met_here	STATEMENT. A bar steward, who has no reason to invent it, says the arches were of one people and the tilework of another.
Dead Cities	a_dug_site	SIGHTING. A cook puts her there. Everything coming out of the ground was going into labelled trays.
Dead Cities	a_ruined_city	SIGHTING. A taxi driver saw a woman answering the description. There were streets with no roofs left on them.
Dead Cities	in_the_arab_league	RUMOUR. They are saying, on the word of a piano tuner, that the country sits with the Arab League and the holidays follow it.
Dead Cities	in_the_islamic_conference	NOTE. Left for us by a bus conductor. The country sits in the Islamic conference and keeps its calendar.
Dead Cities	royal_rooms	WIRE. Relayed by a diver working the harbour and not yet checked: there was a state bed with a rope across it.
Dead Cities	worked_the_same_way_for_centuries	SIGHTING. A photographer touting for trade saw a woman answering the description. The tools in the shed were the same shape as the tools in the museum.
Dead Sea	a_prime_minister_not_a_president	SIGHTING. A schoolmaster on holiday puts her there. The head of state was not the one who governs.
Dead Sea	in_asia	RUMOUR. A tailor has been paid twice for this and it has not changed: the wire routed through an Asian exchange.
Dead Sea	standing_water	WIRE. From a postal sorter, unconfirmed: the far shore was a line you had to squint at.
Death Valley	deep_cut	HEARSAY. A photographer touting for trade told it to somebody who told us. There was a rim, and a very long way below it a river.
Death Valley	dry_country	HEARSAY. A diver working the harbour told it to somebody who told us. There was no water for a very long way in any direction.
Death Valley	in_north_america	WIRE. From an ambulance driver, unconfirmed: she is on the North American continent and nobody will narrow it further.
Death Valley	in_the_american_states	REPORT. A fisherman mending nets states that the country belongs to the organisation of the Americas and the paperwork shows it.
Death Valley	under_the_atlantic_treaty	WIRE. Relayed by a barber and not yet checked: there were aircraft overhead in the markings of an alliance.
Death Valley	west_of_greenwich	SIGHTING. A cleaner at the terminus puts her there. She was west of us and the whole day was behind.
Decorated Farmhouses of Hälsingland	a_crown_still_on_the_coins	WIRE. Relayed by a fisherman mending nets and not yet checked: there is a palace there that is not a museum.
Decorated Farmhouses of Hälsingland	an_old_quarter	NOTE. Left for us by a baggage handler. She went into a lane that had not been straightened in four hundred years.
Decorated Farmhouses of Hälsingland	long_dark_winter	WIRE. Relayed by a boatman and not yet checked: in December they get about four hours of daylight, and she knew it.
Decorated Farmhouses of Hälsingland	protected_only_recently	WIRE. Relayed by a stringer for the wire service and not yet checked: the protection on it is younger than the argument about whether it deserved it.
Decorated Farmhouses of Hälsingland	within_living_memory	HEARSAY. A ferry hand told it to somebody who told us. The photographs of its construction are photographs, not engravings.
Decorated Farmhouses of Hälsingland	worked_the_same_way_for_centuries	SIGHTING. A bus conductor saw a woman answering the description. Nobody there was doing anything their grandparents could not have done.
Delos	a_living_city	RUMOUR. A road mender has been paid twice for this and it has not changed: there were schoolchildren, and offices, and a rush hour she used.
Delos	french_is_spoken_at_the_top	REPORT. Taken from a cook, who was reluctant: the official who stamped their form did it in French.
Delos	protected_in_the_eighties_or_nineties	REPORT. A cleaner at the terminus states that the file on it starts in the eighties and the earlier pages are missing.
Delos	ringed_by_water	RUMOUR. They are saying, on the word of a priest who would not give his name, that the last part of the journey could only be done by sea.
Delos	something_famous_happened_here	WIRE. Relayed by a customs broker and not yet checked: something happened there that everyone has heard of.
Delos	water_at_its_feet	RUMOUR. They are saying, on the word of a stringer for the wire service, that there were boats tied up within sight of where she stood.
Denali	far_from_the_equator	HEARSAY. A baggage handler told it to somebody who told us. Her shadow never got short, not even at midday.
Denali	in_north_america	SIGHTING. A road mender saw a woman answering the description. The notes in her hand were North American.
Denali	in_the_american_states	REPORT. Taken from a nurse coming off shift, who was reluctant: her visa was of the kind the American states issue one another.
Denali	long_dark_winter	REPORT. A cleaner at the terminus states that the summer nights up there never go properly dark.
Denali	under_the_atlantic_treaty	RUMOUR. They are saying, on the word of a girl selling cigarettes, that there were aircraft overhead in the markings of an alliance.
Denali	west_of_greenwich	NOTE. Left for us by a woman selling flowers. She was west of us and the whole day was behind.
Dengfeng	a_living_city	NOTE. Left for us by a scene-shifter. They lost her in it within four minutes, which tells you the size of it.
Dengfeng	in_asia	NOTE. Left for us by a scene-shifter. The money in her hand was Asian money.
Dengfeng	in_the_african_union	NOTE. Left for us by a coach driver. The number plates carried the continental band.
Dengfeng	one_of_the_twenty	STATEMENT. A ticket clerk, who has no reason to invent it, says the country is big enough that its interest rate is somebody else's problem.
Dengfeng	thin_air	REPORT. A doctor's receptionist states that the climb left them wheezing, and they are not an old person.
Derbent	a_living_city	STATEMENT. A bus conductor, who has no reason to invent it, says they lost her in it within four minutes, which tells you the size of it.
Derbent	a_president_who_governs	STATEMENT. A lighthouse keeper will swear to this and to nothing else: the country has a president who signs things and means it.
Derbent	at_sea_level	SIGHTING. A locksmith saw a woman answering the description. The sea was at the same height as the street.
